# FrameTime=1781596344.71, PointCount=523
7.2166,16.3710
7.1881,16.3144
7.1460,16.3050
7.1208,16.2679
7.1021,16.2804
7.0856,16.3126
7.0694,16.3479
7.0471,16.3322
7.0468,16.5116
7.0073,16.3417
6.9876,16.3488
6.9872,16.5431
6.9644,16.5253
6.9422,16.5125
6.9193,16.4912
6.9035,16.5462
6.8727,16.4352
6.8556,16.4768
6.8436,16.5830
6.8258,16.6245
6.8070,16.6560
6.7808,16.5879
6.7599,16.5894
6.2960,9.9888
6.2949,9.9889
6.6752,16.5798
6.6540,16.5760
6.2914,9.9891
6.2903,9.9891
6.2894,9.9941
6.2880,9.9892
6.5576,16.7855
6.5382,16.8450
6.2847,9.9943
6.4925,16.7728
6.4709,16.7685
